geography,date,sex,age,isced11,Population_in_thousands,Country_Name,Life_expectancy_in_years
BE,2008,F,Y50-54,ED3_4,125.3,Belgium,82.6
BE,2008,F,Y45-49,ED0-2,122.4,Belgium,82.6
BE,2008,F,Y50-74,TOTAL,1506.1,Belgium,82.6
BE,2008,F,Y25-74,TOTAL,3363,Belgium,82.6
BE,2008,F,Y55-64,ED0-2,333.4,Belgium,82.6
BE,2008,F,Y25-29,ED0-2,49.1,Belgium,82.6
BE,2008,F,Y25-54,TOTAL,2229,Belgium,82.6
BE,2008,F,Y25-59,TOTAL,2569,Belgium,82.6
BE,2008,F,Y15-59,ED0-2,992.3,Belgium,82.6
BE,2008,F,Y15-19,ED0-2,236,Belgium,82.6
BE,2008,F,Y40-64,ED0-2,703.7,Belgium,82.6
BE,2008,F,Y50-59,ED5-8,165.1,Belgium,82.6
BE,2008,F,Y40-64,ED3_4,620.7,Belgium,82.6
BE,2008,F,Y40-44,ED5-8,141.3,Belgium,82.6
BE,2008,F,Y40-59,ED5-8,434.4,Belgium,82.6
BE,2008,F,Y50-64,TOTAL,1018.7,Belgium,82.6
BE,2008,F,Y20-24,ED3_4,180.6,Belgium,82.6
BE,2008,F,Y65-69,TOTAL,241.7,Belgium,82.6
BE,2008,F,Y25-64,ED3_4,1025.1,Belgium,82.6
BE,2008,F,Y25-54,ED3_4,840.8,Belgium,82.6
BE,2008,F,Y25-49,TOTAL,1856.9,Belgium,82.6
BE,2008,F,Y25-59,ED3_4,944.9,Belgium,82.6
BE,2008,F,Y45-49,ED3_4,150.1,Belgium,82.6
BE,2008,F,Y50-74,ED3_4,412.6,Belgium,82.6
BE,2008,F,Y15-39,ED0-2,457.4,Belgium,82.6
BE,2008,F,Y55-64,ED5-8,128.9,Belgium,82.6
BE,2008,F,Y50-54,ED0-2,153.1,Belgium,82.6
BE,2008,F,Y55-64,ED3_4,184.3,Belgium,82.6
BE,2008,F,Y25-64,ED5-8,977,Belgium,82.6
BE,2008,F,Y20-24,ED5-8,88.9,Belgium,82.6
BE,2008,F,Y15-74,ED3_4,1392.4,Belgium,82.6
BE,2008,F,Y25-39,ED5-8,485,Belgium,82.6
BE,2008,F,Y15-19,ED3_4,83.7,Belgium,82.6
BE,2008,F,Y15-74,ED5-8,1123.8,Belgium,82.6
BE,2008,F,Y35-39,ED5-8,153.5,Belgium,82.6
BE,2008,F,Y60-64,ED3_4,80.2,Belgium,82.6
BE,2008,F,Y20-64,ED3_4,1205.7,Belgium,82.6
BE,2008,F,Y15-64,ED5-8,1066,Belgium,82.6
BE,2008,F,Y40-44,TOTAL,397.3,Belgium,82.6
BE,2008,F,Y15-64,TOTAL,3516.5,Belgium,82.6
BE,2008,F,Y20-64,TOTAL,3196.7,Belgium,82.6
BE,2008,F,Y15-64,ED0-2,1161.2,Belgium,82.6
BE,2008,F,Y15-24,ED0-2,287.6,Belgium,82.6
BE,2008,F,Y25-64,ED0-2,873.5,Belgium,82.6
BE,2008,F,Y40-59,ED0-2,534.9,Belgium,82.6
BE,2008,F,Y25-39,ED3_4,404.3,Belgium,82.6
BE,2008,F,Y25-64,TOTAL,2875.6,Belgium,82.6
BE,2008,F,Y55-64,TOTAL,646.6,Belgium,82.6
BE,2008,F,Y40-44,ED3_4,161,Belgium,82.6
BE,2008,F,Y25-49,ED0-2,387.1,Belgium,82.6
BE,2008,F,Y25-49,ED3_4,715.5,Belgium,82.6
BE,2008,F,Y20-24,ED0-2,51.6,Belgium,82.6
BE,2008,F,Y50-64,ED3_4,309.6,Belgium,82.6
BE,2008,F,Y20-64,ED5-8,1065.9,Belgium,82.6
BE,2008,F,Y60-64,TOTAL,306.6,Belgium,82.6
BE,2008,F,Y30-34,ED5-8,165.5,Belgium,82.6
BE,2008,F,Y55-59,ED5-8,71.3,Belgium,82.6
BE,2008,F,Y50-74,ED0-2,813,Belgium,82.6
BE,2008,F,Y65-69,ED0-2,156.2,Belgium,82.6
BE,2008,F,Y25-59,ED0-2,704.7,Belgium,82.6
BE,2008,M,Y35-39,ED3_4,172.4,Belgium,76.9
BE,2008,M,Y15-39,ED5-8,436.3,Belgium,76.9
BE,2008,M,Y40-59,ED5-8,439.6,Belgium,76.9
BE,2008,M,Y20-64,ED0-2,946.6,Belgium,76.9
BE,2008,M,Y15-24,ED3_4,271.5,Belgium,76.9
BE,2008,M,Y25-64,ED0-2,883.6,Belgium,76.9
BE,2008,M,Y45-49,ED3_4,148.7,Belgium,76.9
BE,2008,M,Y20-64,TOTAL,3223.6,Belgium,76.9
BE,2008,M,Y50-59,ED3_4,238.7,Belgium,76.9
BE,2008,M,Y15-74,ED5-8,1029.1,Belgium,76.9
BE,2008,M,Y60-64,ED3_4,88.4,Belgium,76.9
BE,2008,M,Y15-59,ED3_4,1310.3,Belgium,76.9
BE,2008,M,Y15-24,ED0-2,329.1,Belgium,76.9
BE,2008,M,Y20-24,ED3_4,204.9,Belgium,76.9
BE,2008,M,Y55-64,ED3_4,197.8,Belgium,76.9
BE,2008,M,Y25-29,ED5-8,120.2,Belgium,76.9
BE,2008,M,Y45-49,ED0-2,134,Belgium,76.9
BE,2008,M,Y25-39,ED3_4,478.8,Belgium,76.9
BE,2008,M,Y40-64,ED3_4,648.5,Belgium,76.9
BE,2008,M,Y50-74,TOTAL,1433.4,Belgium,76.9
BE,2008,M,Y20-24,ED5-8,55.7,Belgium,76.9
BE,2008,M,Y55-64,ED0-2,280.9,Belgium,76.9
BE,2008,M,Y15-74,ED3_4,1498.7,Belgium,76.9
BE,2008,M,Y50-59,TOTAL,712.6,Belgium,76.9
BE,2008,M,Y45-49,TOTAL,406.9,Belgium,76.9
BE,2008,M,Y30-34,TOTAL,346.2,Belgium,76.9
BE,2008,M,Y25-64,TOTAL,2899.9,Belgium,76.9
BE,2008,M,Y20-24,TOTAL,323.6,Belgium,76.9
BE,2008,M,Y15-39,ED0-2,545.2,Belgium,76.9
BE,2008,M,Y25-74,ED0-2,1124.3,Belgium,76.9
BE,2008,M,Y40-44,TOTAL,409.2,Belgium,76.9
BE,2008,M,Y35-39,ED0-2,81.3,Belgium,76.9
BE,2008,M,Y55-59,ED3_4,109.4,Belgium,76.9
BE,2008,M,Y15-39,ED3_4,750.2,Belgium,76.9
BE,2008,M,Y15-59,ED0-2,1074.3,Belgium,76.9
BE,2008,M,Y45-49,ED5-8,124.2,Belgium,76.9
BE,2008,M,Y25-39,ED0-2,216.1,Belgium,76.9
BE,2008,M,Y15-64,TOTAL,3556.7,Belgium,76.9
BE,2008,M,Y50-54,ED5-8,100.4,Belgium,76.9
BE,2008,M,Y25-39,TOTAL,1074.9,Belgium,76.9
BE,2008,M,Y20-24,ED0-2,63,Belgium,76.9
BE,2008,M,Y40-64,ED5-8,509,Belgium,76.9
BE,2008,M,Y15-74,ED0-2,1453.4,Belgium,76.9
BE,2008,M,Y15-24,ED5-8,56.2,Belgium,76.9
BE,2008,M,Y25-64,ED5-8,889.1,Belgium,76.9
BE,2008,M,Y40-59,ED3_4,560.1,Belgium,76.9
BE,2008,M,Y25-74,TOTAL,3324.4,Belgium,76.9
BE,2008,M,Y25-74,ED5-8,972.9,Belgium,76.9
BE,2008,M,Y50-74,ED5-8,340.8,Belgium,76.9
BE,2008,M,Y40-64,ED0-2,667.5,Belgium,76.9
BE,2008,M,Y60-64,ED0-2,138.4,Belgium,76.9
BE,2008,M,Y20-64,ED5-8,944.8,Belgium,76.9
BE,2008,M,Y50-59,ED5-8,187.6,Belgium,76.9
BE,2008,M,Y50-59,ED0-2,286.4,Belgium,76.9
BE,2008,M,Y25-54,ED3_4,929.5,Belgium,76.9
BE,2008,M,Y50-54,ED0-2,143.9,Belgium,76.9
BE,2008,M,Y65-69,TOTAL,218.9,Belgium,76.9
BE,2008,M,Y25-29,ED3_4,157.8,Belgium,76.9
BE,2008,M,Y25-54,ED0-2,602.7,Belgium,76.9
BE,2008,M,Y15-19,TOTAL,333.2,Belgium,76.9
BE,2008,M,Y40-59,ED0-2,529.1,Belgium,76.9
BE,2008,M,Y60-64,ED5-8,69.5,Belgium,76.9
BE,2008,M,Y25-49,ED0-2,458.8,Belgium,76.9
BE,2008,M,Y50-64,TOTAL,1008.9,Belgium,76.9
BE,2008,M,Y30-34,ED5-8,129.4,Belgium,76.9
BE,2008,M,Y65-69,ED3_4,52.7,Belgium,76.9
BE,2008,M,Y15-64,ED3_4,1398.7,Belgium,76.9
BE,2008,M,Y15-19,ED0-2,266.1,Belgium,76.9
BE,2008,M,Y25-54,TOTAL,2264.6,Belgium,76.9
BE,2008,M,Y50-74,ED3_4,427.1,Belgium,76.9
BE,2008,M,Y50-54,ED3_4,129.3,Belgium,76.9
BE,2008,M,Y25-74,ED3_4,1227.2,Belgium,76.9
BE,2008,M,Y40-44,ED5-8,127.8,Belgium,76.9
BE,2008,M,Y15-39,TOTAL,1731.7,Belgium,76.9
BE,2008,M,Y50-64,ED0-2,424.8,Belgium,76.9
BE,2008,M,Y35-39,ED5-8,130.5,Belgium,76.9
BE,2008,M,Y25-29,ED0-2,66.5,Belgium,76.9
BE,2008,M,Y15-19,ED3_4,66.6,Belgium,76.9
BE,2008,M,Y25-59,ED3_4,1038.9,Belgium,76.9
BE,2008,M,Y25-59,ED0-2,745.2,Belgium,76.9
BE,2008,M,Y25-59,TOTAL,2603.7,Belgium,76.9
BE,2008,M,Y40-44,ED3_4,172.7,Belgium,76.9
BE,2008,M,Y50-64,ED5-8,257,Belgium,76.9
BE,2008,M,Y25-54,ED5-8,732.5,Belgium,76.9
BE,2008,M,Y25-29,TOTAL,344.5,Belgium,76.9
BE,2008,M,Y55-64,TOTAL,635.3,Belgium,76.9
BE,2008,M,Y35-39,TOTAL,384.2,Belgium,76.9
BE,2008,M,Y15-64,ED0-2,1212.7,Belgium,76.9
BE,2008,M,Y65-69,ED5-8,47.3,Belgium,76.9
BE,2008,M,Y15-59,ED5-8,875.8,Belgium,76.9
BE,2008,M,Y15-24,TOTAL,656.8,Belgium,76.9
BE,2008,M,Y55-59,ED5-8,87.1,Belgium,76.9
BE,2008,M,Y55-59,TOTAL,339,Belgium,76.9
BE,2008,M,Y25-49,ED3_4,800.2,Belgium,76.9
BE,2008,M,Y50-64,ED3_4,327,Belgium,76.9
BE,2008,M,Y30-34,ED0-2,68.3,Belgium,76.9
BE,2008,M,Y25-49,ED5-8,632.1,Belgium,76.9
BE,2008,M,Y50-54,TOTAL,373.6,Belgium,76.9
BE,2008,M,Y40-64,TOTAL,1825,Belgium,76.9
BE,2008,M,Y15-64,ED5-8,945.3,Belgium,76.9
BE,2008,M,Y25-49,TOTAL,1891,Belgium,76.9
BE,2008,M,Y20-64,ED3_4,1332.1,Belgium,76.9
BE,2008,M,Y55-64,ED5-8,156.6,Belgium,76.9
BE,2008,M,Y30-34,ED3_4,148.5,Belgium,76.9
BE,2008,M,Y65-69,ED0-2,118.9,Belgium,76.9
BE,2008,M,Y40-44,ED0-2,108.7,Belgium,76.9
BE,2008,M,Y50-74,ED0-2,665.5,Belgium,76.9
BE,2008,M,Y55-59,ED0-2,142.5,Belgium,76.9
BE,2008,M,Y15-59,TOTAL,3260.5,Belgium,76.9
BE,2008,M,Y25-39,ED5-8,380.1,Belgium,76.9
BE,2008,M,Y40-59,TOTAL,1528.7,Belgium,76.9
BE,2008,M,Y60-64,TOTAL,296.3,Belgium,76.9
BE,2008,M,Y15-74,TOTAL,3981.2,Belgium,76.9
BE,2008,M,Y25-59,ED5-8,819.6,Belgium,76.9
BE,2008,M,Y25-64,ED3_4,1127.2,Belgium,76.9
BE,2009,F,Y25-39,TOTAL,1061.7,Belgium,82.8
BE,2009,F,Y25-29,ED5-8,171.8,Belgium,82.8
BE,2009,F,Y25-29,ED3_4,121,Belgium,82.8
BE,2009,F,Y15-74,ED5-8,1174.3,Belgium,82.8
BE,2009,F,Y50-54,ED5-8,104.7,Belgium,82.8
BE,2009,F,Y15-74,ED3_4,1407,Belgium,82.8
BE,2009,F,Y15-24,TOTAL,645.9,Belgium,82.8
BE,2009,F,Y25-49,ED3_4,695.2,Belgium,82.8
BE,2009,F,Y40-44,ED3_4,160.2,Belgium,82.8
BE,2009,F,Y50-54,TOTAL,379.9,Belgium,82.8
BE,2009,F,Y15-24,ED5-8,91.2,Belgium,82.8
BE,2009,F,Y25-59,ED3_4,941.8,Belgium,82.8
BE,2009,F,Y55-64,ED0-2,325.2,Belgium,82.8
BE,2009,F,Y40-59,ED5-8,461.2,Belgium,82.8
BE,2009,F,Y25-74,ED0-2,1174.8,Belgium,82.8
BE,2009,F,Y40-64,ED0-2,671,Belgium,82.8
BE,2009,F,Y20-64,ED5-8,1114.7,Belgium,82.8
BE,2009,F,Y40-64,ED3_4,641.1,Belgium,82.8
BE,2009,F,Y30-34,TOTAL,344.2,Belgium,82.8
BE,2009,F,Y50-59,ED3_4,246.5,Belgium,82.8
BE,2009,F,Y20-24,ED0-2,46.4,Belgium,82.8
BE,2009,F,Y25-39,ED3_4,384.6,Belgium,82.8
BE,2009,F,Y55-59,ED5-8,74.9,Belgium,82.8
BE,2009,F,Y60-64,ED3_4,84,Belgium,82.8
BE,2009,F,Y15-59,ED0-2,953.4,Belgium,82.8
BE,2009,F,Y50-64,TOTAL,1040,Belgium,82.8
BE,2009,F,Y15-59,ED3_4,1220.7,Belgium,82.8
BE,2009,F,Y65-69,ED5-8,33.6,Belgium,82.8
BE,2009,F,Y30-34,ED0-2,56,Belgium,82.8
BE,2009,F,Y15-24,ED0-2,275.7,Belgium,82.8
BE,2009,F,Y50-64,ED0-2,467.4,Belgium,82.8
BE,2009,F,Y55-59,TOTAL,343.3,Belgium,82.8
BE,2009,F,Y55-64,ED5-8,137.3,Belgium,82.8
BE,2009,F,Y15-59,TOTAL,3226.6,Belgium,82.8
BE,2009,F,Y25-29,TOTAL,345.8,Belgium,82.8
BE,2009,F,Y35-39,ED3_4,139.6,Belgium,82.8
BE,2009,F,Y25-59,ED0-2,677.7,Belgium,82.8
BE,2009,F,Y15-64,TOTAL,3543.4,Belgium,82.8
BE,2009,F,Y50-54,ED3_4,133,Belgium,82.8
BE,2009,F,Y20-64,ED0-2,894.5,Belgium,82.8
BE,2009,F,Y15-19,ED3_4,90,Belgium,82.8
BE,2009,F,Y15-24,ED3_4,279,Belgium,82.8
BE,2009,F,Y25-54,TOTAL,2237.4,Belgium,82.8
BE,2009,F,Y20-24,TOTAL,326.5,Belgium,82.8
BE,2009,F,Y55-59,ED0-2,154.8,Belgium,82.8
BE,2009,F,Y15-39,TOTAL,1707.6,Belgium,82.8
BE,2009,F,Y25-49,TOTAL,1857.5,Belgium,82.8
BE,2009,F,Y25-54,ED0-2,522.9,Belgium,82.8
BE,2009,F,Y65-69,ED3_4,56.5,Belgium,82.8
BE,2009,F,Y25-59,ED5-8,961.2,Belgium,82.8
BE,2009,F,Y50-59,ED0-2,297,Belgium,82.8
BE,2009,F,Y40-44,ED0-2,88.9,Belgium,82.8
BE,2009,F,Y15-74,ED0-2,1450.5,Belgium,82.8
BE,2009,F,Y15-59,ED5-8,1052.4,Belgium,82.8
BE,2009,F,Y60-64,TOTAL,316.8,Belgium,82.8
BE,2009,F,Y55-64,ED3_4,197.6,Belgium,82.8
BE,2009,F,Y30-34,ED3_4,124,Belgium,82.8
BE,2009,F,Y45-49,ED0-2,114.7,Belgium,82.8
BE,2009,F,Y15-19,ED0-2,229.3,Belgium,82.8
BE,2009,F,Y25-64,TOTAL,2897.5,Belgium,82.8
BE,2009,F,Y50-74,TOTAL,1528.3,Belgium,82.8
BE,2009,F,Y25-29,ED0-2,52.9,Belgium,82.8
BE,2009,F,Y25-54,ED3_4,828.2,Belgium,82.8
BE,2009,F,Y20-64,TOTAL,3224,Belgium,82.8
BE,2009,F,Y35-39,ED0-2,68.2,Belgium,82.8
BE,2009,F,Y50-59,ED5-8,179.6,Belgium,82.8
BE,2009,F,Y25-54,ED5-8,886.3,Belgium,82.8
BE,2009,F,Y65-69,ED0-2,151.6,Belgium,82.8
BE,2009,F,Y50-64,ED3_4,330.6,Belgium,82.8
BE,2009,F,Y65-69,TOTAL,241.7,Belgium,82.8
BE,2009,F,Y15-64,ED3_4,1304.8,Belgium,82.8
BE,2009,F,Y25-49,ED0-2,380.7,Belgium,82.8
BE,2009,F,Y25-39,ED0-2,177.1,Belgium,82.8
BE,2009,F,Y15-39,ED0-2,452.7,Belgium,82.8
BE,2009,F,Y40-44,TOTAL,391.6,Belgium,82.8
BE,2009,F,Y45-49,ED5-8,139.2,Belgium,82.8
BE,2009,F,Y50-54,ED0-2,142.2,Belgium,82.8
BE,2009,F,Y40-59,ED0-2,500.7,Belgium,82.8
BE,2009,F,Y60-64,ED5-8,62.4,Belgium,82.8
BE,2009,F,Y50-74,ED0-2,794.1,Belgium,82.8
BE,2009,F,Y25-39,ED5-8,500,Belgium,82.8
BE,2009,F,Y40-59,TOTAL,1519,Belgium,82.8
BE,2009,F,Y25-74,ED5-8,1083.1,Belgium,82.8
BE,2009,F,Y25-59,TOTAL,2580.7,Belgium,82.8
BE,2009,F,Y15-74,TOTAL,4031.7,Belgium,82.8
BE,2009,F,Y50-59,TOTAL,723.2,Belgium,82.8
BE,2009,F,Y15-64,ED5-8,1114.8,Belgium,82.8
BE,2009,F,Y25-64,ED0-2,848.1,Belgium,82.8
BE,2009,F,Y40-64,ED5-8,523.6,Belgium,82.8
BE,2009,F,Y40-59,ED3_4,557.1,Belgium,82.8
BE,2009,F,Y25-74,TOTAL,3385.9,Belgium,82.8
BE,2009,F,Y45-49,TOTAL,404.2,Belgium,82.8
BE,2009,F,Y20-64,ED3_4,1214.8,Belgium,82.8
BE,2009,F,Y25-49,ED5-8,781.6,Belgium,82.8
BE,2009,F,Y15-64,ED0-2,1123.8,Belgium,82.8
BE,2009,F,Y15-19,TOTAL,319.4,Belgium,82.8
BE,2009,F,Y25-64,ED3_4,1025.8,Belgium,82.8
BE,2009,F,Y40-44,ED5-8,142.4,Belgium,82.8
BE,2009,F,Y60-64,ED0-2,170.4,Belgium,82.8
BE,2009,F,Y50-64,ED5-8,242,Belgium,82.8
BE,2009,F,Y25-74,ED3_4,1128,Belgium,82.8
BE,2009,F,Y55-64,TOTAL,660.1,Belgium,82.8
BE,2009,F,Y40-64,TOTAL,1835.7,Belgium,82.8
BE,2009,F,Y20-24,ED3_4,189,Belgium,82.8
BE,2009,F,Y35-39,TOTAL,371.8,Belgium,82.8
BE,2009,F,Y50-74,ED5-8,301.5,Belgium,82.8
BE,2009,F,Y55-59,ED3_4,113.6,Belgium,82.8
BE,2009,F,Y35-39,ED5-8,164,Belgium,82.8
BE,2009,F,Y50-74,ED3_4,432.8,Belgium,82.8
BE,2009,F,Y45-49,ED3_4,150.3,Belgium,82.8
BE,2009,F,Y25-64,ED5-8,1023.6,Belgium,82.8
BE,2009,F,Y15-39,ED5-8,591.2,Belgium,82.8
BE,2009,F,Y20-24,ED5-8,91,Belgium,82.8
BE,2009,F,Y15-39,ED3_4,663.6,Belgium,82.8
BE,2009,F,Y30-34,ED5-8,164.2,Belgium,82.8
BE,2009,M,Y40-59,ED5-8,458.6,Belgium,77.4
BE,2009,M,Y25-54,ED3_4,937.8,Belgium,77.4
BE,2009,M,Y50-74,TOTAL,1457.8,Belgium,77.4
BE,2009,M,Y40-44,ED0-2,102.5,Belgium,77.4
BE,2009,M,Y25-74,TOTAL,3348.5,Belgium,77.4
BE,2009,M,Y50-64,ED3_4,333.4,Belgium,77.4
BE,2009,M,Y25-29,ED0-2,60.7,Belgium,77.4
BE,2009,M,Y50-59,ED5-8,201.3,Belgium,77.4
BE,2009,M,Y15-39,ED3_4,756.4,Belgium,77.4
BE,2009,M,Y25-39,ED0-2,210.1,Belgium,77.4
BE,2009,M,Y15-19,ED0-2,259.7,Belgium,77.4
BE,2009,M,Y15-59,ED5-8,906.9,Belgium,77.4
BE,2009,M,Y15-39,ED5-8,448.2,Belgium,77.4
BE,2009,M,Y40-64,ED3_4,656.4,Belgium,77.4
BE,2009,M,Y20-24,ED3_4,202.7,Belgium,77.4
BE,2009,M,Y20-24,ED5-8,63.4,Belgium,77.4
BE,2009,M,Y20-64,ED3_4,1339.7,Belgium,77.4
BE,2009,M,Y25-64,ED3_4,1137,Belgium,77.4
BE,2009,M,Y15-64,ED5-8,982.9,Belgium,77.4
BE,2009,M,Y25-54,ED0-2,582.8,Belgium,77.4
BE,2009,M,Y20-24,TOTAL,329,Belgium,77.4
BE,2009,M,Y15-59,TOTAL,3275.3,Belgium,77.4
BE,2009,M,Y25-59,TOTAL,2613.4,Belgium,77.4
BE,2009,M,Y40-44,ED3_4,169,Belgium,77.4
BE,2009,M,Y25-29,TOTAL,345.8,Belgium,77.4
BE,2009,M,Y15-59,ED3_4,1320.8,Belgium,77.4
BE,2009,M,Y50-59,TOTAL,722.7,Belgium,77.4
BE,2009,M,Y55-64,ED3_4,199.2,Belgium,77.4
BE,2009,M,Y15-64,ED0-2,1186.4,Belgium,77.4
BE,2009,M,Y25-39,ED3_4,480.6,Belgium,77.4
BE,2009,M,Y25-64,ED0-2,863.9,Belgium,77.4
BE,2009,M,Y35-39,ED3_4,162.7,Belgium,77.4
BE,2009,M,Y35-39,ED0-2,85.6,Belgium,77.4
BE,2009,M,Y40-44,ED5-8,132.1,Belgium,77.4
BE,2009,M,Y25-59,ED0-2,725.2,Belgium,77.4
BE,2009,M,Y45-49,ED5-8,125.2,Belgium,77.4
BE,2009,M,Y65-69,ED3_4,52.6,Belgium,77.4
BE,2009,M,Y25-59,ED3_4,1045,Belgium,77.4
BE,2009,M,Y20-64,ED0-2,926.8,Belgium,77.4
BE,2009,M,Y55-59,ED5-8,92.3,Belgium,77.4
BE,2009,M,Y40-64,ED5-8,534.7,Belgium,77.4
BE,2009,M,Y50-74,ED0-2,659.7,Belgium,77.4
BE,2009,M,Y25-49,ED0-2,445.1,Belgium,77.4
BE,2009,M,Y50-74,ED5-8,363.6,Belgium,77.4
BE,2009,M,Y15-24,ED0-2,322.5,Belgium,77.4
BE,2009,M,Y50-59,ED0-2,280,Belgium,77.4
BE,2009,M,Y65-69,TOTAL,221.1,Belgium,77.4
BE,2009,M,Y25-74,ED5-8,1005.5,Belgium,77.4
BE,2009,M,Y40-59,ED0-2,515,Belgium,77.4
BE,2009,M,Y50-54,TOTAL,381,Belgium,77.4
BE,2009,M,Y50-64,ED5-8,277.4,Belgium,77.4
BE,2009,M,Y55-59,ED0-2,142.3,Belgium,77.4
BE,2009,M,Y50-54,ED5-8,109.1,Belgium,77.4
BE,2009,M,Y50-64,ED0-2,418.7,Belgium,77.4
BE,2009,M,Y50-64,TOTAL,1029.6,Belgium,77.4
BE,2009,M,Y25-54,TOTAL,2271.7,Belgium,77.4
BE,2009,M,Y50-59,ED3_4,241.4,Belgium,77.4
BE,2009,M,Y35-39,TOTAL,380.8,Belgium,77.4
BE,2009,M,Y40-64,ED0-2,653.8,Belgium,77.4
BE,2009,M,Y25-54,ED5-8,751,Belgium,77.4
BE,2009,M,Y60-64,ED0-2,138.7,Belgium,77.4
BE,2009,M,Y20-64,TOTAL,3249.2,Belgium,77.4
BE,2009,M,Y45-49,ED0-2,132.5,Belgium,77.4
BE,2009,M,Y25-29,ED3_4,159.9,Belgium,77.4
BE,2009,M,Y25-64,TOTAL,2920.2,Belgium,77.4
BE,2009,M,Y15-19,ED3_4,73.1,Belgium,77.4
BE,2009,M,Y25-39,ED5-8,384.7,Belgium,77.4
BE,2009,M,Y25-74,ED0-2,1104.9,Belgium,77.4
BE,2009,M,Y20-24,ED0-2,62.9,Belgium,77.4
BE,2009,M,Y15-59,ED0-2,1047.7,Belgium,77.4
BE,2009,M,Y15-64,TOTAL,3582.1,Belgium,77.4
BE,2009,M,Y60-64,ED3_4,92.1,Belgium,77.4
BE,2009,M,Y30-34,ED3_4,158,Belgium,77.4
BE,2009,M,Y15-64,ED3_4,1412.8,Belgium,77.4
BE,2009,M,Y55-64,TOTAL,648.6,Belgium,77.4
BE,2009,M,Y40-64,TOTAL,1844.9,Belgium,77.4
BE,2009,M,Y60-64,ED5-8,76,Belgium,77.4
BE,2009,M,Y15-74,TOTAL,4010.4,Belgium,77.4
BE,2009,M,Y15-24,ED3_4,275.8,Belgium,77.4
BE,2009,M,Y65-69,ED5-8,51.2,Belgium,77.4
BE,2009,M,Y45-49,TOTAL,411.7,Belgium,77.4
BE,2009,M,Y25-29,ED5-8,125.2,Belgium,77.4
BE,2009,M,Y25-74,ED3_4,1238.1,Belgium,77.4
BE,2009,M,Y55-64,ED0-2,281,Belgium,77.4
BE,2009,M,Y50-54,ED0-2,137.7,Belgium,77.4
BE,2009,M,Y35-39,ED5-8,132.5,Belgium,77.4
BE,2009,M,Y25-49,ED5-8,642,Belgium,77.4
BE,2009,M,Y30-34,ED5-8,127,Belgium,77.4
BE,2009,M,Y60-64,TOTAL,306.8,Belgium,77.4
BE,2009,M,Y55-59,ED3_4,107.2,Belgium,77.4
BE,2009,M,Y15-24,TOTAL,661.9,Belgium,77.4
BE,2009,M,Y55-64,ED5-8,168.3,Belgium,77.4
BE,2009,M,Y15-19,TOTAL,332.9,Belgium,77.4
BE,2009,M,Y50-74,ED3_4,434.6,Belgium,77.4
BE,2009,M,Y40-44,TOTAL,403.6,Belgium,77.4
BE,2009,M,Y65-69,ED0-2,117.3,Belgium,77.4
BE,2009,M,Y25-59,ED5-8,843.3,Belgium,77.4
BE,2009,M,Y15-24,ED5-8,63.6,Belgium,77.4
BE,2009,M,Y15-39,ED0-2,532.6,Belgium,77.4
BE,2009,M,Y25-49,ED3_4,803.6,Belgium,77.4
BE,2009,M,Y15-74,ED5-8,1069.1,Belgium,77.4
BE,2009,M,Y40-59,ED3_4,564.4,Belgium,77.4
BE,2009,M,Y25-64,ED5-8,919.3,Belgium,77.4
BE,2009,M,Y15-74,ED3_4,1513.9,Belgium,77.4
BE,2009,M,Y55-59,TOTAL,341.8,Belgium,77.4
BE,2009,M,Y30-34,TOTAL,348.8,Belgium,77.4
BE,2009,M,Y40-59,TOTAL,1538,Belgium,77.4
BE,2009,M,Y25-49,TOTAL,1890.7,Belgium,77.4
BE,2009,M,Y15-39,TOTAL,1737.3,Belgium,77.4
BE,2009,M,Y30-34,ED0-2,63.8,Belgium,77.4
BE,2009,M,Y45-49,ED3_4,154,Belgium,77.4
BE,2009,M,Y25-39,TOTAL,1075.4,Belgium,77.4
BE,2009,M,Y15-74,ED0-2,1427.4,Belgium,77.4
BE,2009,M,Y50-54,ED3_4,134.2,Belgium,77.4
BE,2009,M,Y20-64,ED5-8,982.7,Belgium,77.4
BE,2010,F,Y50-64,ED3_4,324,Belgium,83
BE,2010,F,Y40-44,ED5-8,156.4,Belgium,83
BE,2010,F,Y20-24,ED3_4,189.5,Belgium,83
BE,2010,F,Y50-64,TOTAL,1061.6,Belgium,83
BE,2010,F,Y15-24,ED3_4,271.5,Belgium,83
BE,2010,F,Y15-24,ED0-2,284.9,Belgium,83
BE,2010,F,Y50-64,ED0-2,466.2,Belgium,83
BE,2010,F,Y15-74,TOTAL,4060.7,Belgium,83
BE,2010,F,Y50-54,ED5-8,111.6,Belgium,83
BE,2010,F,Y25-29,ED3_4,119.4,Belgium,83
BE,2010,F,Y65-69,ED3_4,55.5,Belgium,83
BE,2010,F,Y55-64,ED3_4,192.8,Belgium,83
BE,2010,F,Y25-39,ED3_4,374.2,Belgium,83
BE,2010,F,Y40-59,TOTAL,1530.2,Belgium,83
BE,2010,F,Y50-54,ED0-2,143.4,Belgium,83
BE,2010,F,Y60-64,TOTAL,326.2,Belgium,83
BE,2010,F,Y15-59,ED3_4,1179.2,Belgium,83
BE,2010,F,Y55-59,ED3_4,106.3,Belgium,83
BE,2010,F,Y15-59,ED5-8,1104.1,Belgium,83
